id_cliente,nome_completo,cpf,data_nascimento,idade,genero,estado_civil,profissao,faixa_renda,email_principal,email_alternativo,telefone_celular,telefone_fixo,logradouro,numero,complemento,bairro,cidade,estado_uf,cep,pais,tipo_residencia,data_cadastro,origem_cadastro,codigo_indicacao_usado,cupom_desconto,plano_assinatura,valor_plano,ciclo_faturamento,status,data_ultimo_pagamento,metodo_pagamento,bandeira_cartao,ultimos_4_digitos_cartao,validade_cartao,chave_pix_tipo,dias_atraso,meses_como_cliente,total_pago_R$,qtd_perfis_criados,qtd_telas_contratadas,dispositivo_principal,dispositivos_cadastrados,idioma_preferido,legenda_preferida,controle_parental_ativo,aceitou_termos_lgpd,aceitou_marketing_email,aceitou_marketing_sms,aceitou_cookies,ultimo_acesso,ip_ultimo_acesso,motivo_cancelamento,avaliacao_plataforma_1_a_5
CLI-1108,Tatiane Pereira Fernandes,513.548.342-42,13/11/1987,38,Feminino,Casado(a),Vendedor,Acima de R$10k,tatiane.pereira.fernandes62@hotmail.com,,(27) 96289-9655,(27) 4727-1153,Av. Djalma Batista,1266,,Ponta Negra,Vitória,ES,90096-673,Brasil,Apartamento,2023-06-29,App iOS,,,Padrão,34.9,Mensal,Inativo,2026-02-17,Débito em Conta,,2407,02/26,,0,34,790.36,4,2,Fire Stick,"Fire Stick, Tablet, iPhone, Console Xbox",Português,Português,Não,Sim,Sim,Não,Sim,2026-02-23 00:00,188.152.84.183,Não usa mais,2
CLI-1109,Gabriel Carvalho Cunha,755.974.801-16,04/01/2007,19,Feminino,Divorciado(a),Aposentado,R$7k a R$10k,gabriel.carvalho.cunha21@gmail.com,gabriel27@outlook.com,(71) 91303-1030,(71) 3138-4465,Rua Amazonas,2499,Casa,Savassi,Salvador,BA,44933-311,Brasil,Casa,2025-04-17,Site,IND6644,STREAM20,Família,59.9,Anual,Inadimplente,2026-02-10,Boleto,,,,,80,12,698.55,5,5,Celular Android,"Console Xbox, Smart TV, Celular Android",Português,Espanhol,Não,Sim,Sim,Não,Sim,2026-04-29 00:00,195.241.34.82,,4
CLI-1110,Thiago Carvalho Cavalcanti,555.125.550-44,20/03/1967,58,Masculino,Casado(a),Autônomo,R$4k a R$7k,thiago.carvalho.cavalcanti60@gmail.com,thiago16@outlook.com,(62) 93423-8492,,Travessa do Sol,1094,Bloco B,Cidade Nova,Goiânia,GO,87992-668,Brasil,Apartamento,2022-05-08,Indicação de amigo,,AMIGO15,Básico,19.9,Mensal,Ativo,2026-04-20,Boleto,,,,,0,48,829.7,4,1,Smart TV,"Chromecast, Fire Stick, Smart TV",Português,Inglês,Sim,Sim,Sim,Sim,Sim,2026-04-30 20:00,172.48.129.198,,1
CLI-1111,Lara Almeida Fernandes,715.791.974-54,23/03/1976,49,Feminino,Viúvo(a),Professor,Até R$2k,lara.almeida.fernandes59@gmail.com,,(31) 95487-8997,(31) 4910-7125,Travessa do Sol,41,Apto 101,Centro Sul,Belo Horizonte,MG,98489-742,Brasil,Casa,2023-10-29,Site,,BLACK50,Básico,19.9,Anual,Ativo,2026-05-05,Cartão de Crédito,Elo,3736,03/27,,0,30,585.24,1,1,Console Xbox,"Smart TV, Console PS5, Fire Stick, Chromecast",Inglês,Inglês,Sim,Sim,Não,Não,Sim,2026-04-29 07:00,172.217.7.36,,4
CLI-1112,Diego Fernandes Dias,394.419.762-77,29/12/1967,58,Masculino,Viúvo(a),Aposentado,R$2k a R$4k,diego.fernandes.dias92@hotmail.com,,(51) 92642-6639,(51) 3563-4996,Rua Rio Negro,912,,Savassi,Porto Alegre,RS,86180-269,Brasil,Apartamento,2025-06-03,Site,,,Família,59.9,Mensal,Ativo,2026-05-02,PayPal,,,,,0,11,623.22,5,5,Fire Stick,"Smart TV, Fire Stick",Português,Português,Sim,Sim,Sim,Não,Sim,2026-04-27 04:00,153.46.87.215,,5
CLI-1113,Felipe Carvalho Freitas,499.870.882-25,03/03/1983,42,Masculino,Casado(a),Designer,Acima de R$10k,felipe.carvalho.freitas12@gmail.com,felipe88@outlook.com,(62) 91108-9436,,Rua Amazonas,1118,,Centro,Goiânia,GO,27020-432,Brasil,Casa,2024-05-25,Site,,,Premium,49.9,Mensal,Ativo,2026-04-05,Débito em Conta,,6974,09/31,,0,23,1110.29,4,4,Console PS5,"Console PS5, Chromecast, Console Xbox, Fire Stick",Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-29 22:00,194.73.17.220,,2
CLI-1114,Aline Silva Gomes,165.480.546-86,13/06/1962,63,Masculino,União Estável,Enfermeiro,R$4k a R$7k,aline.silva.gomes56@hotmail.com,,(21) 95030-3696,(21) 4281-1859,Rua Rio Negro,35,,Ponta Negra,Rio de Janeiro,RJ,11863-252,Brasil,Apartamento,2024-01-15,Site,,BLACK50,Padrão,34.9,Mensal,Inativo,2026-02-18,PIX,,,,CPF,0,27,569.72,2,2,Celular Android,"Tablet, Smart TV, Console Xbox",Português,Desativada,Sim,Sim,Não,Sim,Sim,2026-02-26 00:00,169.121.218.162,Não usa mais,4
CLI-1115,Renata Lima Costa,758.705.117-31,16/06/1957,68,Masculino,Casado(a),CLT,R$4k a R$7k,renata.lima.costa34@gmail.com,,(11) 97646-4052,(11) 3757-1413,Rua Amazonas,798,,Centro Sul,São Paulo,SP,70283-943,Brasil,Casa,2024-12-07,App Android,,,Família,59.9,Anual,Ativo,2026-04-26,Boleto,,,,,0,17,905.59,5,5,Fire Stick,"Celular Android, Fire Stick, Tablet, iPhone",Inglês,Desativada,Não,Sim,Sim,Não,Sim,2026-04-28 18:00,174.130.87.144,,1
CLI-1116,Ana Costa Araujo,492.913.488-93,14/11/1982,43,Masculino,Viúvo(a),Desenvolvedor,R$4k a R$7k,ana.costa.araujo31@hotmail.com,,(11) 99949-4934,(11) 3273-6401,Av. Djalma Batista,2324,Fundos,Jardins,São Paulo,SP,48378-134,Brasil,Apartamento,2024-08-13,App Android,,STREAM20,Família,59.9,Mensal,Inadimplente,2026-04-20,Boleto,,,,,11,20,1063.99,1,5,Console Xbox,"Notebook, Tablet",Português,Espanhol,Não,Sim,Não,Sim,Sim,2026-04-18 00:00,112.212.85.95,,4
CLI-1117,Tatiane Soares Carvalho,450.959.437-99,27/11/1956,69,Feminino,Divorciado(a),Empresário,Acima de R$10k,tatiane.soares.carvalho58@gmail.com,,(71) 93241-8825,,Av. Paulista,1237,,Copacabana,Salvador,BA,27978-717,Brasil,Apartamento,2024-10-19,Site,,AMIGO15,Premium,49.9,Mensal,Ativo,2026-05-01,Débito em Conta,,3448,08/29,,0,18,878.75,4,4,Chromecast,Chromecast,Português,Português,Sim,Sim,Sim,Não,Sim,2026-04-30 06:00,133.132.214.44,,1
CLI-1118,Tatiane Martins Carvalho,465.628.415-71,14/02/1986,39,Feminino,União Estável,Aposentado,R$7k a R$10k,tatiane.martins.carvalho3@gmail.com,,(71) 98346-3587,,Av. Constantino Nery,801,Apto 101,Boa Viagem,Salvador,BA,30230-106,Brasil,Apartamento,2023-03-15,Site,,BLACK50,Premium,49.9,Mensal,Ativo,2026-04-13,Débito em Conta,,2755,08/28,,0,38,1643.3,2,4,iPhone,"Chromecast, Console PS5, Fire Stick",Português,Espanhol,Sim,Sim,Sim,Sim,Sim,2026-04-30 21:00,169.186.251.254,,4
CLI-1119,Marcelo Santos Carvalho,244.366.257-81,26/01/1988,37,Masculino,Viúvo(a),Aposentado,R$7k a R$10k,marcelo.santos.carvalho39@gmail.com,,(11) 94094-8041,,Alameda das Palmeiras,1305,,Boa Viagem,São Paulo,SP,98183-762,Brasil,Apartamento,2022-01-24,Site,,BLACK50,Família,59.9,Mensal,Ativo,2026-04-22,Boleto,,,,,0,51,3005.47,3,5,Celular Android,Notebook,Inglês,Desativada,Não,Sim,Sim,Sim,Sim,2026-04-30 08:00,105.5.96.214,,5
CLI-1120,Bruno Carvalho Souza,361.212.729-36,25/02/1965,60,Feminino,União Estável,Desenvolvedor,Até R$2k,bruno.carvalho.souza85@gmail.com,,(62) 99024-2672,(62) 3713-9869,Rua das Acácias,2347,,Centro,Goiânia,GO,95916-879,Brasil,Casa,2022-04-22,App Android,,STREAM20,Premium,49.9,Anual,Ativo,2026-04-10,PIX,,,,Telefone,0,49,2286.61,3,4,Console PS5,"Tablet, Chromecast",Inglês,Desativada,Sim,Sim,Não,Não,Sim,2026-04-30 05:00,179.20.6.182,,3
CLI-1121,Camila Cavalcanti Martins,923.507.446-60,21/02/2003,22,Masculino,Solteiro(a),Professor,R$2k a R$4k,camila.cavalcanti.martins87@gmail.com,,(11) 98688-4488,,Rua Rio Negro,1562,Bloco B,Copacabana,São Paulo,SP,21580-958,Brasil,Casa,2023-04-04,Indicação de amigo,,BLACK50,Básico,19.9,Anual,Inadimplente,2026-04-21,Cartão de Crédito,American Express,9938,11/27,,10,37,715.34,4,1,Tablet,"Console Xbox, Celular Android, iPhone",Português,Inglês,Não,Sim,Sim,Sim,Sim,2026-04-30 00:00,193.191.10.10,,1
CLI-1122,Lara Cunha Souza,532.403.867-58,30/11/2007,18,Masculino,Divorciado(a),Designer,R$4k a R$7k,lara.cunha.souza70@gmail.com,,(85) 99957-6301,,Alameda das Palmeiras,2269,,Jardins,Fortaleza,CE,55145-649,Brasil,Casa,2023-06-02,Site,,BEMVINDO10,Premium,49.9,Mensal,Ativo,2026-05-04,Débito em Conta,,2970,07/26,,0,35,1596.77,5,4,iPhone,"iPhone, Fire Stick, Notebook, Console PS5",Português,Inglês,Não,Sim,Sim,Não,Sim,2026-04-29 21:00,117.99.110.17,,2
CLI-1123,Pedro Fernandes Santos,702.227.473-67,24/08/1966,59,Feminino,Casado(a),Estudante,R$7k a R$10k,pedro.fernandes.santos30@hotmail.com,,(51) 99413-1721,(51) 4622-5746,Rua Rio Negro,1312,,Compensa,Porto Alegre,RS,65911-138,Brasil,Casa,2024-07-26,App iOS,,,Padrão,34.9,Mensal,Ativo,2026-05-02,Boleto,,,,,0,21,659.94,3,2,Celular Android,"Notebook, Celular Android, Fire Stick, Chromecast",Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-28 17:00,163.118.25.227,,1
CLI-1124,Pedro Araujo Freitas,756.808.216-48,02/10/2002,23,Feminino,Viúvo(a),CLT,R$4k a R$7k,pedro.araujo.freitas35@gmail.com,,(11) 93110-9615,,Travessa do Sol,318,,Adrianópolis,São Paulo,SP,15960-415,Brasil,Apartamento,2023-08-29,App iOS,,BEMVINDO10,Premium,49.9,Mensal,Inadimplente,2026-02-22,Boleto,,,,,68,32,1469.26,3,4,Smart TV,"Smart TV, Tablet, Chromecast, Console PS5",Português,Português,Sim,Sim,Não,Sim,Sim,2026-04-21 00:00,113.245.19.148,,3
CLI-1125,Tatiane Rodrigues Carvalho,802.747.697-46,15/05/1988,37,Feminino,União Estável,Professor,R$2k a R$4k,tatiane.rodrigues.carvalho31@hotmail.com,tatiane47@outlook.com,(85) 98401-9171,(85) 3980-8639,Rua Belo Horizonte,1902,Bloco B,Alvorada,Fortaleza,CE,95831-879,Brasil,Apartamento,2024-09-27,App Android,,BEMVINDO10,Premium,49.9,Mensal,Ativo,2026-04-20,Boleto,,,,,0,19,915.69,3,4,Notebook,Notebook,Português,Português,Sim,Sim,Sim,Sim,Sim,2026-04-29 00:00,180.246.106.91,,2
CLI-1126,Fernanda Fernandes Nascimento,293.306.797-11,09/10/1994,31,Masculino,União Estável,Designer,R$4k a R$7k,fernanda.fernandes.nascimento22@gmail.com,,(61) 97426-7586,(61) 3969-8364,Rua Rio Negro,2177,,Ponta Negra,Brasília,DF,79238-513,Brasil,Casa,2024-05-24,Smart TV,,BEMVINDO10,Básico,19.9,Mensal,Ativo,2026-05-02,Boleto,,,,,0,23,396.78,3,1,Celular Android,"Notebook, Celular Android, Tablet, Console PS5",Inglês,Português,Não,Sim,Sim,Sim,Sim,2026-04-29 07:00,102.51.196.216,,5
CLI-1127,Felipe Cavalcanti Costa,847.876.904-59,19/05/1979,46,Feminino,Solteiro(a),Professor,R$7k a R$10k,felipe.cavalcanti.costa82@hotmail.com,,(41) 98435-9621,,Av. Paulista,846,,Compensa,Curitiba,PR,35575-811,Brasil,Apartamento,2022-01-29,App Android,,STREAM20,Premium,49.9,Mensal,Inadimplente,2026-04-12,Cartão de Crédito,Visa,1728,09/28,,19,51,2476.68,5,4,Tablet,"Celular Android, iPhone, Console Xbox, Chromecast",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-21 00:00,161.18.138.160,,4
CLI-1128,Bruno Lopes Mendes,545.523.755-42,26/03/1958,67,Feminino,Divorciado(a),CLT,R$7k a R$10k,bruno.lopes.mendes5@hotmail.com,,(91) 91428-3844,(91) 4623-8664,Av. Getúlio Vargas,973,Fundos,Centro,Belém,PA,15082-908,Brasil,Apartamento,2024-12-18,Site,IND5368,BLACK50,Premium,49.9,Mensal,Ativo,2026-04-14,Débito em Conta,,7710,03/29,,0,16,771.34,1,4,Console PS5,iPhone,Inglês,Português,Não,Sim,Sim,Sim,Sim,2026-04-28 19:00,182.129.38.83,,5
CLI-1129,Aline Souza Gomes,730.748.567-96,19/08/1974,51,Masculino,União Estável,Desenvolvedor,Acima de R$10k,aline.souza.gomes77@gmail.com,aline19@outlook.com,(81) 94380-4501,,Av. Djalma Batista,1261,,Flores,Recife,PE,10436-358,Brasil,Apartamento,2023-11-23,Smart TV,,,Família,59.9,Anual,Ativo,2026-04-30,Boleto,,,,,0,29,1586.48,3,5,Celular Android,"Fire Stick, Chromecast, Smart TV, Console Xbox",Português,Desativada,Não,Sim,Não,Sim,Sim,2026-04-28 07:00,118.150.111.244,,3
CLI-1130,Marcos Pereira Rodrigues,373.343.734-50,30/08/1960,65,Masculino,Viúvo(a),Professor,Até R$2k,marcos.pereira.rodrigues49@gmail.com,,(62) 99690-1397,(62) 4669-5967,Av. Getúlio Vargas,1421,Bloco B,Moema,Goiânia,GO,47837-202,Brasil,Casa,2024-10-16,Site,,,Básico,19.9,Mensal,Ativo,2026-05-01,Cartão de Crédito,Mastercard,6623,01/27,,0,18,356.52,1,1,Tablet,"Tablet, Fire Stick, Chromecast, Smart TV",Português,Português,Não,Sim,Não,Sim,Não,2026-04-28 01:00,143.201.110.19,,2
CLI-1131,Leandro Martins Cavalcanti,274.630.708-21,04/04/1994,31,Feminino,Divorciado(a),Autônomo,R$7k a R$10k,leandro.martins.cavalcanti91@gmail.com,leandro70@outlook.com,(31) 99243-5535,,Travessa do Sol,1893,Fundos,Compensa,Belo Horizonte,MG,79415-767,Brasil,Apartamento,2022-04-11,App iOS,,STREAM20,Padrão,34.9,Mensal,Ativo,2026-05-01,PayPal,,,,,0,49,1527.35,5,2,Celular Android,"Celular Android, Notebook, Fire Stick",Português,Português,Não,Sim,Não,Não,Sim,2026-04-27 23:00,158.29.28.193,,1
CLI-1132,Carlos Cavalcanti Silva,249.965.227-22,07/04/1960,65,Feminino,União Estável,Advogado,R$2k a R$4k,carlos.cavalcanti.silva99@gmail.com,,(92) 94529-8784,(92) 3062-7161,Rua das Acácias,1880,Bloco B,Cidade Nova,Parintins,AM,11153-757,Brasil,Casa,2023-03-10,App Android,,,Premium,49.9,Mensal,Inativo,2026-03-19,Débito em Conta,,5000,12/30,,0,38,473.22,1,4,Chromecast,"Chromecast, Celular Android",Português,Português,Sim,Sim,Sim,Sim,Sim,2026-04-01 00:00,120.59.60.104,Não usa mais,4
CLI-1133,Marcelo Araujo Dias,268.258.729-60,31/01/1967,58,Masculino,União Estável,Desenvolvedor,R$4k a R$7k,marcelo.araujo.dias80@gmail.com,marcelo22@outlook.com,(92) 93152-5373,(92) 3826-8222,Rua das Acácias,1069,Casa,Boa Viagem,Manaus,AM,14262-168,Brasil,Apartamento,2023-07-29,App iOS,IND7311,STREAM20,Premium,49.9,Mensal,Ativo,2026-04-13,PIX,,,,Email,0,33,1451.49,1,4,Celular Android,"Fire Stick, Console Xbox",Português,Português,Não,Sim,Não,Não,Sim,2026-04-29 15:00,139.32.101.85,,4
CLI-1134,Simone Barbosa Souza,958.572.927-27,11/08/2006,19,Masculino,União Estável,Autônomo,R$2k a R$4k,simone.barbosa.souza61@gmail.com,,(48) 96926-7371,(48) 3624-2116,Rua Belo Horizonte,380,,Moema,Florianópolis,SC,69400-576,Brasil,Apartamento,2025-01-28,App iOS,,AMIGO15,Premium,49.9,Mensal,Ativo,2026-04-21,Cartão de Crédito,American Express,9352,02/31,,0,15,683.48,5,4,Console Xbox,"Smart TV, Chromecast",Português,Português,Sim,Sim,Não,Sim,Sim,2026-04-28 18:00,101.69.228.10,,4
CLI-1135,Marcelo Martins Rodrigues,550.584.665-77,16/08/1989,36,Feminino,Viúvo(a),Empresário,R$7k a R$10k,marcelo.martins.rodrigues72@hotmail.com,,(11) 98059-2474,(11) 3029-9900,Rua Barão de Melgaço,195,,Cidade Nova,São Paulo,SP,27532-335,Brasil,Casa,2024-12-21,App Android,,,Padrão,34.9,Anual,Inativo,2026-02-25,Boleto,,,,,0,16,120.18,5,2,Tablet,Fire Stick,Espanhol,Desativada,Não,Sim,Não,Sim,Sim,2026-02-28 00:00,125.23.120.139,Não usa mais,2
CLI-1136,Renata Melo Silva,194.409.470-75,23/06/1986,39,Masculino,Casado(a),Empresário,R$7k a R$10k,renata.melo.silva86@hotmail.com,,(92) 96034-2829,,Rua 10 de Julho,336,,Compensa,Manaus,AM,21907-156,Brasil,Casa,2022-07-29,App iOS,,,Premium,49.9,Mensal,Ativo,2026-04-11,Débito em Conta,,3687,05/30,,0,45,2235.79,3,4,Smart TV,"Console PS5, Chromecast, Console Xbox, Fire Stick",Português,Desativada,Não,Sim,Não,Não,Sim,2026-04-28 05:00,188.107.27.75,,4
CLI-1137,Fernanda Melo Soares,251.239.870-86,30/12/2001,24,Masculino,Solteiro(a),Aposentado,R$2k a R$4k,fernanda.melo.soares93@gmail.com,,(21) 93827-1822,,Travessa do Sol,2133,Apto 101,Flores,Rio de Janeiro,RJ,78169-116,Brasil,Casa,2023-11-03,App Android,,BLACK50,Básico,19.9,Mensal,Ativo,2026-04-07,Boleto,,,,,0,30,570.26,5,1,Console Xbox,"iPhone, Fire Stick, Tablet, Smart TV",Português,Inglês,Não,Sim,Sim,Não,Não,2026-04-29 17:00,168.210.129.153,,2
CLI-1138,Flávia Carvalho Martins,129.862.573-82,20/12/2002,23,Feminino,Divorciado(a),Advogado,R$2k a R$4k,flávia.carvalho.martins24@gmail.com,flávia34@outlook.com,(92) 94752-1385,,Rua Rio Negro,2003,Apto 101,Centro Sul,Manaus,AM,47814-914,Brasil,Casa,2024-03-06,App Android,,BEMVINDO10,Básico,19.9,Mensal,Ativo,2026-04-18,PIX,,,,Telefone,0,26,496.01,5,1,Smart TV,"Celular Android, Tablet",Português,Inglês,Sim,Sim,Não,Não,Sim,2026-04-30 07:00,146.25.205.71,,1
CLI-1139,Patricia Lopes Melo,106.539.854-21,11/02/1998,27,Masculino,Viúvo(a),Enfermeiro,Acima de R$10k,patricia.lopes.melo64@gmail.com,patricia79@outlook.com,(71) 91258-9964,,Rua das Acácias,1548,,Centro,Salvador,BA,68771-959,Brasil,Casa,2025-04-01,Site,,STREAM20,Premium,49.9,Anual,Ativo,2026-04-08,Cartão de Crédito,American Express,2088,07/31,,0,13,599.07,1,4,Console PS5,Tablet,Português,Português,Não,Sim,Não,Não,Sim,2026-04-29 22:00,156.153.51.253,,1
CLI-1140,Marcelo Nascimento Santos,141.753.398-13,18/02/2002,23,Feminino,Casado(a),Advogado,Acima de R$10k,marcelo.nascimento.santos97@hotmail.com,,(27) 93639-8577,(27) 3139-1783,Rua Belo Horizonte,2012,,Alvorada,Vitória,ES,54532-433,Brasil,Apartamento,2024-08-30,App Android,,,Família,59.9,Mensal,Ativo,2026-04-03,Cartão de Crédito,American Express,3972,08/28,,0,20,1161.98,5,5,Notebook,Console PS5,Português,Desativada,Não,Sim,Sim,Não,Sim,2026-04-29 01:00,111.44.232.162,,5
CLI-1141,Rafael Ribeiro Barbosa,847.191.381-56,16/11/1966,59,Masculino,União Estável,Estudante,R$2k a R$4k,rafael.ribeiro.barbosa12@gmail.com,,(61) 91139-3962,,Travessa do Sol,1297,Fundos,Boa Viagem,Brasília,DF,49439-190,Brasil,Apartamento,2024-09-29,App Android,,,Premium,49.9,Mensal,Ativo,2026-04-07,Débito em Conta,,8486,11/31,,0,19,924.79,4,4,Console PS5,Console PS5,Inglês,Desativada,Sim,Sim,Não,Não,Sim,2026-04-29 12:00,137.130.8.225,,1
CLI-1142,Aline Araujo Silva,806.318.995-74,27/02/1955,70,Feminino,Viúvo(a),CLT,R$7k a R$10k,aline.araujo.silva65@gmail.com,,(27) 93623-1663,,Av. Paulista,2109,Fundos,Cidade Nova,Vitória,ES,15955-449,Brasil,Apartamento,2022-01-19,Smart TV,,,Premium,49.9,Mensal,Ativo,2026-05-03,Boleto,,,,,0,52,2352.8,1,4,Console Xbox,Tablet,Português,Português,Não,Sim,Sim,Não,Sim,2026-04-27 16:00,100.92.165.120,,3
CLI-1143,Enzo Gomes Freitas,196.512.662-80,31/03/2005,20,Masculino,Viúvo(a),Empresário,Até R$2k,enzo.gomes.freitas49@hotmail.com,,(81) 95364-5164,(81) 4485-4993,Av. Constantino Nery,1243,Fundos,Ponta Negra,Recife,PE,89135-371,Brasil,Apartamento,2022-07-25,Site,,,Premium,49.9,Mensal,Inativo,2026-02-15,PIX,,,,Chave Aleatória,0,45,1619.18,4,4,Console Xbox,"iPhone, Tablet, Chromecast",Português,Inglês,Não,Sim,Não,Não,Sim,2026-02-28 00:00,125.116.45.89,Migrou para concorrente,2
CLI-1144,Marcelo Santos Fernandes,206.255.103-88,25/06/1967,58,Masculino,Viúvo(a),Estudante,R$2k a R$4k,marcelo.santos.fernandes52@gmail.com,,(91) 93557-6224,,Rua Amazonas,1428,Fundos,Flores,Belém,PA,73512-684,Brasil,Casa,2022-12-18,Indicação de amigo,IND7045,,Básico,19.9,Mensal,Inativo,2026-04-16,Cartão de Crédito,Hipercard,4104,08/26,,0,41,630.7,5,1,Smart TV,"Celular Android, Notebook, Console Xbox, iPhone",Português,Português,Sim,Sim,Não,Não,Não,2026-04-27 00:00,184.80.238.238,Problemas financeiros,3
CLI-1145,Simone Carvalho Gomes,638.142.966-17,20/05/1955,70,Masculino,Solteiro(a),Vendedor,R$4k a R$7k,simone.carvalho.gomes1@gmail.com,,(91) 94007-7594,,Av. Getúlio Vargas,1137,Fundos,Centro Sul,Belém,PA,22964-178,Brasil,Apartamento,2025-01-07,App iOS,,AMIGO15,Básico,19.9,Mensal,Ativo,2026-04-03,Cartão de Crédito,Visa,3570,10/30,,0,15,279.77,2,1,Smart TV,"Fire Stick, Console PS5, iPhone",Português,Desativada,Não,Sim,Não,Não,Sim,2026-04-29 12:00,169.35.237.157,,5
CLI-1146,Thiago Gomes Melo,468.231.537-71,29/06/1955,70,Feminino,Solteiro(a),Professor,R$2k a R$4k,thiago.gomes.melo56@gmail.com,thiago24@outlook.com,(62) 91350-6670,,Rua Amazonas,325,Bloco B,Centro Sul,Goiânia,GO,68771-831,Brasil,Apartamento,2024-01-04,App Android,,,Básico,19.9,Mensal,Inativo,2026-03-16,Cartão de Crédito,American Express,7993,09/26,,0,28,54.12,1,1,Console Xbox,Chromecast,Português,Desativada,Não,Sim,Não,Sim,Sim,2026-03-23 00:00,158.123.241.229,Problemas financeiros,3
CLI-1147,Mariana Barbosa Araujo,183.240.279-15,04/02/1975,50,Feminino,Solteiro(a),Aposentado,R$4k a R$7k,mariana.barbosa.araujo92@gmail.com,,(31) 97726-3251,,Rua Barão de Melgaço,1937,Apto 101,Centro,Belo Horizonte,MG,45365-222,Brasil,Apartamento,2023-10-18,App Android,,,Básico,19.9,Mensal,Ativo,2026-04-22,Débito em Conta,,5253,05/29,,0,30,520.39,2,1,Fire Stick,"Console PS5, Fire Stick, Notebook, iPhone",Português,Espanhol,Não,Sim,Não,Não,Sim,2026-04-28 14:00,142.89.25.139,,1
CLI-1148,Aline Gomes Almeida,169.875.495-72,27/12/1954,71,Feminino,Casado(a),Aposentado,Até R$2k,aline.gomes.almeida18@gmail.com,aline36@outlook.com,(41) 99227-2660,(41) 4146-8758,Rua Barão de Melgaço,1588,,Centro Sul,Curitiba,PR,98100-645,Brasil,Apartamento,2023-02-07,App iOS,,AMIGO15,Premium,49.9,Mensal,Inativo,2026-02-26,Débito em Conta,,4495,05/29,,0,39,1582.76,2,4,Console Xbox,"Notebook, Chromecast, Celular Android",Inglês,Português,Sim,Sim,Não,Não,Sim,2026-02-27 00:00,122.87.118.234,Migrou para concorrente,2
CLI-1149,Beatriz Santos Barbosa,706.837.127-78,05/10/1984,41,Feminino,União Estável,Advogado,R$4k a R$7k,beatriz.santos.barbosa62@hotmail.com,,(91) 97306-1121,(91) 3507-1127,Av. Djalma Batista,1249,Casa,Adrianópolis,Belém,PA,16792-377,Brasil,Casa,2023-08-26,Smart TV,IND5167,BEMVINDO10,Básico,19.9,Mensal,Ativo,2026-04-26,Débito em Conta,,7247,08/30,,0,32,555.85,1,1,Chromecast,"Smart TV, Console Xbox",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-28 21:00,157.15.250.26,,1
CLI-1150,Fernanda Dias Araujo,443.465.905-53,22/12/1988,37,Feminino,Casado(a),Empresário,Acima de R$10k,fernanda.dias.araujo42@gmail.com,fernanda29@outlook.com,(61) 99316-4635,,Rua das Acácias,733,Fundos,Centro Sul,Brasília,DF,16439-522,Brasil,Apartamento,2023-11-01,Site,,BEMVINDO10,Básico,19.9,Mensal,Ativo,2026-04-19,Débito em Conta,,8759,09/31,,0,30,562.19,2,1,Celular Android,"Celular Android, Console Xbox, Tablet",Português,Inglês,Não,Sim,Não,Sim,Sim,2026-04-30 18:00,132.192.125.89,,4
CLI-1151,Isabela Oliveira Oliveira,487.589.114-49,04/11/1980,45,Feminino,União Estável,Enfermeiro,Até R$2k,isabela.oliveira.oliveira72@gmail.com,isabela47@outlook.com,(62) 96840-8864,(62) 3876-8053,Av. Paulista,946,Casa,Savassi,Goiânia,GO,12151-280,Brasil,Casa,2022-08-25,App iOS,,,Básico,19.9,Mensal,Ativo,2026-05-01,Boleto,,,,,0,44,795.24,3,1,Tablet,"iPhone, Celular Android, Notebook, Chromecast",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-28 18:00,169.127.251.52,,2
CLI-1152,Jorge Santos Araujo,858.327.186-69,17/11/1978,47,Masculino,Viúvo(a),Advogado,Até R$2k,jorge.santos.araujo75@hotmail.com,,(91) 95309-6669,,Rua das Acácias,2329,,Centro Sul,Belém,PA,63546-339,Brasil,Apartamento,2024-03-26,Site,,STREAM20,Básico,19.9,Mensal,Ativo,2026-04-08,Cartão de Crédito,Elo,7309,10/26,,0,25,426.2,2,1,Chromecast,"Celular Android, Notebook, Tablet",Português,Inglês,Sim,Sim,Não,Sim,Sim,2026-04-28 00:00,147.71.38.21,,1
CLI-1153,Valentina Melo Fernandes,508.926.456-73,17/08/1984,41,Feminino,Casado(a),Desenvolvedor,R$2k a R$4k,valentina.melo.fernandes66@gmail.com,,(31) 98683-8727,(31) 4585-7654,Av. Paulista,2458,Fundos,Alvorada,Belo Horizonte,MG,34437-156,Brasil,Apartamento,2024-01-25,Site,,BEMVINDO10,Básico,19.9,Anual,Inadimplente,2026-04-20,Débito em Conta,,6162,12/31,,11,27,459.15,1,1,Smart TV,"Celular Android, Notebook, Chromecast, iPhone",Português,Inglês,Não,Sim,Não,Sim,Não,2026-04-17 00:00,110.50.117.29,,4
